,Cidade,País,Curso,Empresa dos sonhos,Educação,Nível de inglês,Nível de excel,Cursos extras,Gênero,Interesses,Outras línguas,Referência,Universidade,Estado,Situação
1057,,brasil,engenharia de alimentos,,graduação,,,,feminino,"pesquisa, consultoria",,amigo,unicamp,,confirmed
1058,paulínia,brasil,,microsoft,ensino médio,basic,basic,,masculino,informática,,escola,,são paulo,checkedin
1059,campinas,brasil,engenharia agrícola,,graduação,advanced,intermediate,,feminino,engenharia,,facebook,unicamp,são paulo,checkedin
1060,campinas,brasil,engenharia agronomica,,graduação,intermediate,advanced,modelagem agrícola. treinamento em escala diagramática. questionário com agricultores,feminino,pesquisa; campo; ciências agrárias.,,facebook,ufscar,são paulo,confirmed
1061,,,engenharia elétrica,,graduação,,,,NA,"projeto, pesquisa",,cartaz na feec,unicamp,,checkedin
1062,campinas,brasil,engenharia química,,,,,,feminino,engenharia,,amigo,puccamp,são paulo,checkedin
1063,campinas,brasil,licenciatura em ciências biológicas,,graduação,advanced,basic,,feminino,"pesquisa, educação",,facebook,unicamp,são paulo,confirmed
1064,,,engenharia mecânica,mckinsey,graduação,,,,feminino,consultoria,,facebook,unicamp,,confirmed
1065,campinas,brasil,,unicamp (hc),ensino médio,intermediate,intermediate,"instituto de saude integrado, cna",feminino,"administrativo, rh, recepção",,facebook,unicamp,são paulo,checkedin
1066,monte mor,brasil,,dow,ensino médio,basic,intermediate,montagem e manutenção de computadores,masculino,"tecnologia da informação, controladoria",,escola,,são paulo,checkedin
1067,,,engenharia agrícola,,graduação,,,,feminino,saneamento,,facebook,unicamp,,checkedin
1068,campinas,brasil,ciência da computação,google,graduação,,,,masculino,desenvolvimento de sistemas.,,amigos,unicamp,são paulo,confirmed
1069,campinas,brasil,engenharia física,spacex,graduação,advanced,intermediate,,masculino,"consultoria, física, engenharia física, engenharia mecânica, engenharia.",,facebook,unicamp,são paulo,checkedin
1070,são paulo,brasil,engenharia agrícola,,graduação,intermediate,,,masculino,"consultoria, financeiro",,amigo,unicamp,são paulo,checkedin
1071,,,programa de formação interdisciplinar superior - profis,,graduação,,,,feminino,"pesquisa, finanças e desenvolvimento tecnológico.",,amigos,unicamp,,checkedin
1072,campinas,brasil,engenharia de alimentos,,graduação,advanced,intermediate,,feminino,indústria e pesquisa,,fui staff nos últimos 3 anos,unicamp,são paulo,checkedin
1073,campinas,brasil,engenharia civil,odebrecht,graduação,intermediate,advanced,"autocad 2d, excel, topograph 98 se, inglês.",masculino,construção civil,,facebook,puccamp,são paulo,checkedin
1074,campinas,brasil,engenharia de alimentos,,graduação,advanced,advanced,,masculino,"engenharia, processos, qualidade, p&d",,universidade,unicamp,são paulo,checkedin
1075,campinas,brasil,engenharia de alimentos,cargill,mestrado,advanced,advanced,"mestrado em engenharia de alimentos, contaminantes em óleo de palma",feminino,pesquisa e desenvolvimento,espanhol intermediário,já fui ano passado,unicamp,são paulo,checkedin
1076,campinas,brasil,ciências sociais,,graduação,advanced,basic,,feminino,"empreendedorismo, startups, aceleração, inovação, consultoria","alemão básico, espanhol básico",liga empreendedora,unicamp,são paulo,confirmed
1077,,,ciência da computação,,graduação,,,,masculino,"segurança, sistema de informação e pesquisa",,amigo,unicamp,,confirmed
1078,,,estatística,,graduação,,,,masculino,"seguros, esportes, financeiro",,"faculdade, facebook",unicamp,,confirmed
1079,campinas,brasil,engenharia de computação,,graduação,basic,intermediate,técnico em eletrônica,masculino,"gestão de projetos, engenharia",,facebook,unisal,são paulo,confirmed
1080,,,engenharia civil,,mestrado,,,,feminino,engenharia civil/ saneamento/ meio ambiente,,amigos,unicamp,,checkedin
1081,limeira,brasil,engenharia de manufatura,,graduação,intermediate,intermediate,,feminino,"pesquisa, administrativo, industrial",,facebook,unicamp,são paulo,checkedin
1082,campinas,brasil,pedagogia,intercâmbio,graduação,intermediate,intermediate,,feminino,educação,,empresa,faculdade anhanguera,são paulo,checkedin
1083,campinas,brasil,administração,uma empresa de reformas e concertos residenciais voltada para o publico feminino.,graduação,intermediate,basic,,feminino,"marketing, geomarketing",inglês intermediário,unicamp,unicamp,são paulo,confirmed
1084,campinas,brasil,licenciatura em matemática,,graduação,basic,basic,,masculino,financeiro e ou pesquisa,,amigos,unicamp,são paulo,checkedin
1085,campinas,brasil,engenharia química,rhodia,graduação,advanced,intermediate,,feminino,engenharia de processos,espanhol intermediário.,"facebook, email, amigos",unicamp,são paulo,confirmed
1086,paulínia,brasil,,,ensino médio,advanced,,,feminino,odontologia,,professor,,são paulo,checkedin
1087,cosmópolis,brasil,ciência da computação,,graduação,intermediate,basic,,masculino,desenvolvimento e projetos,,amigo pelo facebook,faculdade anhanguera - campinas,são paulo,checkedin
1088,campinas,brasil,,google,ensino médio,basic,intermediate,auxiliar de médico veterinário,masculino,"veterinária , publicidade",,amigo,unicamp,são paulo,checkedin
1089,campinas,brasil,engenharia de controle e automação,"uma empresa que trabalhe em seu propósito buscando excelência, inovação e humanidade.",graduação,intermediate,intermediate,,masculino,"consultoria, engenharia de projetos e manutenção.",,amigo,unisal,são paulo,checkedin
1090,,,licenciatura em matemática,instituições de ensino,graduação,,,,masculino,pesquisa,,facebook,unicamp,,confirmed
1091,campinas,brasil,estatística,,graduação,advanced,,,masculino,consultoria,"alemão, chinês, espanhol",e-mail,unicamp,são paulo,confirmed
1092,jundiaí,brasil,engenharia química,,graduação,basic,,,feminino,engenheiraria,,amigos,puccamp,são paulo,checkedin
1093,campinas,brasil,engenharia química,3m,mestrado,advanced,advanced,"coaching (psc , pelo ibc).",masculino,"projetos de engenharia, produção/processos, consultoria, pesquisa",espanhol fluente.,sou aluno da unicamp e sempre fico atento a quando ocorrerá.,unicamp,são paulo,confirmed
1094,,,engenharia de alimentos,,,,,,feminino,"financeiro, consultoria, vendas",,amigos,unicamp,,confirmed
1095,limeira,brasil,administração,natura,graduação,advanced,intermediate,,feminino,"rh, marketing, vendas",,email,unicamp,são paulo,checkedin
1096,,,engenharia de alimentos,consultoria,graduação,,,,feminino,consultoria,,amigos,unicamp,,checkedin
1097,,,,,ensino médio,,,,feminino,acompanhante,,televisão,,,confirmed
1098,,,ciências econômicas,,graduação,,,,feminino,administração pública,,facebook,unicamp,,checkedin
1099,valinhos,brasil,curso superior de tecnologia em análise e desenvolvimento de sistemas,eldorado,graduação,advanced,advanced,,feminino,"ti: desenvolvimento web, ux design, front-end","espanhol básico, japones básico",amigo,ifsp - campinas,são paulo,checkedin
1100,são paulo,brasil,engenharia química,,graduação,advanced,advanced,,feminino,"consultoria, supply chain, suprimentos, trainee",alemão (avançado) e espanhol (básico),e-mail,unicamp,são paulo,checkedin
1101,,,estatística,,graduação,,,,feminino,pesquisa,,facebook,unicamp,,checkedin
1102,campinas,brasil,administração,natura,graduação,advanced,intermediate,"the language gallery, toronto: inglês upper intermediate; senac: inglês avançado/ comunicação interna e endomarketing/ comunicação com o mercado/ gerenciamento de projetos com microsoft project/",feminino,marketing,,unicamp,unicamp,são paulo,checkedin
1103,campinas,brasil,ciências biológicas,instituto votorantim,mestrado,intermediate,intermediate,,feminino,"ambiental,  consultoria ambiental,",,facebook,unicamp,são paulo,confirmed
1104,,,programa de formação interdisciplinar superior - profis,,graduação,,,,feminino,pesquisa,,facebook,unicamp,,confirmed
1105,valinhos,brasil,engenharia química,3m,graduação,advanced,advanced,"english bridging course - monash umiversity,  microsoft excel avançado - microcamp",masculino,projetos e processos,espanhol básico,facebook,unicamp,são paulo,confirmed
1106,,,engenharia mecânica,,graduação,,,,masculino,não sei,,amigos,unicamp,,checkedin
1107,campinas,brasil,engenharia civil,,graduação,basic,intermediate,,feminino,construção civil,,amigo,universidade paulista,são paulo,checkedin
1108,lima,peru,engenharia elétrica,,graduação,basic,basic,,feminino,consultoria,,evento do ano passado,unicamp,,confirmed
1109,,,engenharia civil,,mestrado,,,,feminino,"academica, empresa",,evento no facebook,unicamp,,checkedin
1110,,,engenharia agrícola,lek,graduação,,,,masculino,"consultoria, indústria, financeiro,",,whatsapp,unicamp,,checkedin
1111,,brasil,ciência da computação,,graduação,,,,feminino,"ti, consultoria, financeito",,amigos,unicamp,,confirmed
1112,campinas,brasil,engenharia de manufatura,ge,graduação,advanced,advanced,"excel, green belt",feminino,"pesquisa & desenvolvimento, processos, qualidade",espanhol b1,moro em barão geraldo,universidade federal de itajubá,são paulo,confirmed
1113,campinas,brasil,engenharia química,tetrapak,graduação,advanced,advanced,,feminino,"indústria química e de alimentos, p&d",alemão iniciante,"anos anteriores, facebook",unicamp,são paulo,checkedin
1114,campinas,brasil,matemática aplicada e computacional,,graduação,intermediate,basic,,feminino,modelagem,espanhol básico,facebook,unicamp,são paulo,confirmed
1115,campinas,brasil,ciências econômicas,,graduação,basic,intermediate,,masculino,"consultoria, pesquisa, econômica e financeira",,amigo,unicamp,são paulo,checkedin
1116,,,engenharia de alimentos,naturalone; nestlé; entre outras,graduação,basic,basic,,feminino,p&d,,amigos e facebook,unicamp,,confirmed
1117,,,engenharia de computação,google,graduação,,,,masculino,segurança de dados e programação,,amigo,unicamp,,confirmed
1118,campinas,brasil,engenharia civil,,graduação,intermediate,intermediate,,feminino,estágio engenharia civil,,amigo,puccamp,,checkedin
1119,campinas,brasil,engenharia química,ambev,graduação,advanced,basic,curso finanças aminba,masculino,"comercial, ped","alemão básico, espanhol básico",amigo,puccamp,são paulo,checkedin
1120,campinas,brasil,química tecnológica,ambev,graduação,advanced,intermediate,,feminino,pesquisa e qualidade,francês básico,e-mail,unicamp,são paulo,checkedin
1121,campinas,brasil,engenharia civil,petrobras,graduação,basic,intermediate,cursando engenharia civil,feminino,engenharia civil,,amigo,unip,são paulo,confirmed
1122,campinas,brasil,direito,google,graduação,advanced,intermediate,direito,masculino,comércio,,amigo,metrocamp,são paulo,checkedin
1123,campinas,brasil,administração,,graduação,advanced,intermediate,,masculino,engenharia ambiental e sanitária,espanhol básico,facebook,usf - universidade são francisco,,checkedin
1124,,brasil,engengaria de produção,,graduação,,,,feminino,consultoria e mercado financeiro,,pelo mte limeira,unicamp,,checkedin
1125,campinas,brasil,engenharia elétrica,,graduação,advanced,intermediate,,masculino,"consultoria, engenharia",espanhol básico,facebook,unicamp,são paulo,confirmed
1126,indaiatuba,brasil,engenharia de controle e automação,,,,,,masculino,pesquisa,,amigo,unicamp,são paulo,checkedin
1127,,,engenharia química,,graduação,,,,masculino,"consultoria, financeiro e industria de cosméticos",,fui comissão no ano anterior!! <3,unicamp,,checkedin
1128,campinas,brasil,arquitetura e urbanismo,,graduação,advanced,intermediate,"revit, lumion, arcgis",feminino,"construção civil, urbanismo, eficiência energética, transportes, crescimento sustentável",francês fluente,facebook,unicamp,são paulo,checkedin
1129,,,engenharia mecânica,,graduação,,,,masculino,engenharia,,facebook,unicamp,,checkedin
1130,são paulo,brasil,engenharia mecânica,borgwarner,graduação,advanced,intermediate,,masculino,pesquisa e testes,,facebook,unicamp,são paulo,checkedin
1131,,,engenharia civil,votorantim,graduação,,,,feminino,pesquisa e consultoria,,facebook,unicamp,,checkedin
1132,,,recursos humanos,,graduação,,,,feminino,administrativa,,"tv, faculdade",iescamp,,checkedin
1133,,,engenharia química,,doutorado,,,,feminino,pesquisa e desenvolvimento em biotecnologia,,unicamp,unicamp,,confirmed
1134,campinas,brasil,engenharia de alimentos,,graduação,advanced,basic,,feminino,"logística, qualidade",,facebook,unicamp,são paulo,confirmed
1135,,,engenharia química,iff,graduação,,,,masculino,"pesquisa, financeiro, projetos",,facebook,unicamp,,confirmed
1136,campinas,brasil,matemática/física/matemática aplicada e computacional,,graduação,,,,masculino,pesquisa,,amiga,unicamp,são paulo,checkedin
1137,campinas,brasil,estatística,nilsen,graduação,intermediate,intermediate,metodologia 6sigma -green belt,masculino,"bi, data science, analitics, pesquisa",,facebook,unicamp,são paulo,checkedin
1138,campinas,brasil,engenharia de telecomunicações,motorola,graduação,advanced,basic,,feminino,estágio,,facebook - mte,unicamp,são paulo,checkedin
1139,sumaré,brasil,administração,,graduação,basic,intermediate,,feminino,financeira,,amigo,faculdade politecnica de campinas,são paulo,confirmed
1140,campinas,brasil,engenharia de alimentos,,graduação,advanced,advanced,,feminino,alimentos,"francês, espanhol",facebook,unicamp,são paulo,checkedin
1141,são paulo,brasil,ciências sociais,,graduação,intermediate,advanced,sigma excel avançado e vba,feminino,"consultoria, pesquisa, administração, planejamento, cultura.",italiano básico,facebook,unicamp,são paulo,confirmed
1142,são paulo,brasil,engenharia civil,visagio,graduação,advanced,advanced,,masculino,consultoria,espanhol,email,unicamp,são paulo,confirmed
